Name,Date,Followers,Growth,Uploads
@charlidamelio,2021-10-17,"44,411,280","+284,187",+9
@charlidamelio,2021-10-04,"44,127,093","+1,073,653",+27
@charlidamelio,2021-08-16,"43,053,440","+1,213,714",+45
@charlidamelio,2021-05-23,"41,839,726","+929,247",+20
@charlidamelio,2021-04-24,"40,910,479","+381,588",+5
@charlidamelio,2021-04-15,"40,528,891","+7,294,655",+77
@charlidamelio,2020-11-17,"33,234,236","+248,646",+3
@charlidamelio,2020-11-13,"32,985,590","+274,938",
@charlidamelio,2020-11-09,"32,710,652","+320,081",+2
@charlidamelio,2020-11-05,"32,390,571","+352,226",+4
@charlidamelio,2020-11-01,"32,038,345","+302,111",+4
@charlidamelio,2020-10-28,"31,736,234","+237,050",+3
@charlidamelio,2020-10-24,"31,499,184","+191,148",+4
@charlidamelio,2020-10-20,"31,308,036","+256,107",+2
@charlidamelio,2020-10-16,"31,051,929","+261,252",
@charlidamelio,2020-10-12,"30,790,677","+265,128",+5
@charlidamelio,2020-10-08,"30,525,549","+295,376",+2
@charlidamelio,2020-10-04,"30,230,173","+884,513",-35
@charlidamelio,2020-09-22,"29,345,660","+995,397",-1
@charlidamelio,2020-09-09,"28,350,263","+891,439",+21
@charlidamelio,2020-08-28,"27,458,824","+307,357",+4
@charlidamelio,2020-08-24,"27,151,467","+345,657",+2
@charlidamelio,2020-08-20,"26,805,810","+605,535",+10
@charlidamelio,2020-08-12,"26,200,275","+4,710,578",+28
@charlidamelio,2020-07-01,"21,489,697","+490,989",+4
@charlidamelio,2020-06-25,"20,998,708","+1,382,576",+13
@charlidamelio,2020-06-01,"19,616,132","+295,972",+1
@charlidamelio,2020-05-28,"19,320,160","+192,320",
@charlidamelio,2020-05-26,"19,127,840","+243,974",+1
@charlidamelio,2020-05-23,"18,883,866",,
@charlidamelio,Total Summary,+260,,
@arianagrande,,,,
@arianagrande,2021-12-18,"282,668,921","+2,245,026",+11
@arianagrande,2021-12-08,"280,423,895","+1,603,539",+3
@arianagrande,2021-11-30,"278,820,356","+1,083,085",+3
@arianagrande,2021-11-24,"277,737,271","+2,466,684",+11
@arianagrande,2021-11-11,"275,270,587","+769,265",+3
@arianagrande,2021-11-07,"274,501,322","+1,223,279",+5
@arianagrande,2021-10-29,"273,278,043","+572,831",+2
@arianagrande,2021-10-24,"272,705,212","+956,910",+4
@arianagrande,2021-10-17,"271,748,302","+780,015",+1
@arianagrande,2021-10-11,"270,968,287","+957,179",+6
@arianagrande,2021-10-06,"270,011,108","+4,827,502",+23
@arianagrande,2021-09-08,"265,183,606","+920,372",+3
@arianagrande,2021-09-03,"264,263,234","+1,317,227",+1
@arianagrande,2021-08-28,"262,946,007","+727,345",
@arianagrande,2021-08-26,"262,218,662","+1,445,176",+2
@arianagrande,2021-08-21,"260,773,486","+450,526",+1
@arianagrande,2021-08-19,"260,322,960","+47,797",
@arianagrande,2021-08-18,"260,275,163","+1,387,566",+4
@arianagrande,2021-08-13,"258,887,597","+15,427,461",+42
@arianagrande,2021-06-15,"243,460,136","+1,022,944",+2
@arianagrande,2021-06-11,"242,437,192","+6,262,230",+10
@arianagrande,2021-05-22,"236,174,962","+2,564,623",
@arianagrande,2021-05-13,"233,610,339","+1,285,850",+2
@arianagrande,2021-05-05,"232,324,489","+536,013",+8
@arianagrande,2021-04-19,"231,788,476","+554,798",+1
@arianagrande,2021-04-14,"231,233,678","+24,624,072",+67
@arianagrande,2020-11-16,"206,609,606","+395,293",+4
@arianagrande,2020-11-12,"206,214,313","+393,944",+4
@arianagrande,2020-11-08,"205,820,369","+335,570",+2
@arianagrande,2020-11-04,"205,484,799","+412,236",+7
@arianagrande,2020-10-31,"205,072,563","+409,121",+9
@arianagrande,2020-10-27,"204,663,442","+326,924",+11
@arianagrande,2020-10-23,"204,336,518","+237,950",+4
@arianagrande,2020-10-19,"204,098,568","+165,922",+2
@arianagrande,2020-10-15,"203,932,646","+177,564",+2
@arianagrande,2020-10-11,"203,755,082","+133,849",+1
@arianagrande,2020-10-07,"203,621,233","+123,809",+1
@arianagrande,2020-10-03,"203,497,424","+1,626,653",+1
@arianagrande,2020-09-09,"201,870,771","+1,396,997",+2
@arianagrande,2020-09-01,"200,473,774","+2,413,867",+12
@arianagrande,2020-08-16,"198,059,907","+497,576",+5
@arianagrande,2020-08-12,"197,562,331","+945,894",+5
@arianagrande,2020-08-03,"196,616,437","+1,309,232",+9
@arianagrande,2020-07-22,"195,307,205","+916,702",+7
@arianagrande,2020-07-14,"194,390,503","+499,819",+3
@arianagrande,2020-07-10,"193,890,684","+1,173,470",+6
@arianagrande,2020-07-01,"192,717,214","+569,456",+6
@arianagrande,2020-06-27,"192,147,758","+585,042",+1
@arianagrande,2020-06-23,"191,562,716","+3,526,746",+10
@arianagrande,2020-05-28,"188,035,970","+322,722",+7
@arianagrande,2020-05-26,"187,713,248","+462,854",
@arianagrande,2020-05-24,"187,250,394","+1,241,654",+9
@arianagrande,2020-05-17,"186,008,740","+1,276,694",+11
@arianagrande,2020-05-09,"184,732,046","+288,198",+2
@arianagrande,2020-05-08,"184,443,848","+599,321",+3
@arianagrande,2020-05-06,"183,844,527","+314,828",+8
@arianagrande,2020-05-03,"183,529,699","+141,046",
@arianagrande,2020-05-02,"183,388,653","+1,163,336",+8
@arianagrande,2020-04-23,"182,225,317","+198,631",+1
@arianagrande,2020-04-22,"182,026,686","+231,920",
@arianagrande,2020-04-20,"181,794,766","+253,086",
@arianagrande,2020-04-19,"181,541,680","+277,282",+2
@arianagrande,2020-04-17,"181,264,398","+175,808",+1
@arianagrande,2020-04-16,"181,088,590","+345,993",
@arianagrande,2020-04-14,"180,742,597","+171,878",
@arianagrande,2020-04-13,"180,570,719","+630,742",+8
@arianagrande,2020-04-09,"179,939,977","+116,612",+3
@arianagrande,2020-04-07,"179,823,365","+252,833",+2
@arianagrande,2020-04-05,"179,570,532","+177,259",+2
@arianagrande,2020-04-04,"179,393,273","+819,509",+7
@arianagrande,2020-03-28,"178,573,764","+55,708",
@arianagrande,2020-03-27,"178,518,056","+92,202",+1
@arianagrande,2020-03-26,"178,425,854","+73,923",
@arianagrande,2020-03-25,"178,351,931",,
@arianagrande,Total Summary,+404,,
@justinbieber,2021-11-27,"205,738,843","+3,241,937",+60
@justinbieber,2021-11-05,"202,496,906","+434,248",+10
@justinbieber,2021-11-01,"202,062,658","+474,512",+6
@justinbieber,2021-10-28,"201,588,146","+806,489",+9
@justinbieber,2021-10-20,"200,781,657","+720,894",+11
@justinbieber,2021-10-14,"200,060,763","+398,294",+8
@justinbieber,2021-10-10,"199,662,469","+1,755,297",+33
@justinbieber,2021-09-27,"197,907,172","+905,188",+20
@justinbieber,2021-09-21,"197,001,984","+2,760,741",+16
@justinbieber,2021-09-06,"194,241,243","+4,510,124",+48
@justinbieber,2021-08-17,"189,731,119","+5,979,382",+74
@justinbieber,2021-07-19,"183,751,737","+1,319,193",+49
@justinbieber,2021-07-11,"182,432,544","+3,570,600",+51
@justinbieber,2021-06-20,"178,861,944","+1,386,240",+13
@justinbieber,2021-06-12,"177,475,704","+604,852",+8
@justinbieber,2021-05-31,"176,870,852",-135592,+4
@justinbieber,2021-05-27,"177,006,444","+6,649,350",+124
@justinbieber,2021-04-15,"170,357,094","+19,472,596",+469
@justinbieber,2020-11-13,"150,884,498","+195,948",+7
@justinbieber,2020-11-09,"150,688,550","+195,582",+6
@justinbieber,2020-11-05,"150,492,968","+235,868",+3
@justinbieber,2020-11-01,"150,257,100","+209,242",+6
@justinbieber,2020-10-27,"150,047,858","+475,142",+5
@justinbieber,2020-10-19,"149,572,716","+283,841",+5
@justinbieber,2020-10-15,"149,288,875","+496,424",+23
@justinbieber,2020-10-06,"148,792,451","+233,381",+12
@justinbieber,2020-10-02,"148,559,070","+537,285",+13
@justinbieber,2020-09-23,"148,021,785","+1,175,505",+48
@justinbieber,2020-09-07,"146,846,280","+1,090,009",+21
@justinbieber,2020-08-28,"145,756,271","+2,289,484",+41
@justinbieber,2020-08-06,"143,466,787","+1,677,288",+75
@justinbieber,2020-07-20,"141,789,499","+1,025,982",+16
@justinbieber,2020-07-08,"140,763,517","+721,482",+11
@justinbieber,2020-06-29,"140,042,035","+265,934",+5
@justinbieber,2020-06-25,"139,776,101","+2,324,810",+28
@justinbieber,2020-05-31,"137,451,291","+363,808",+8
@justinbieber,2020-05-28,"137,087,483","+187,997",+4
@justinbieber,2020-05-26,"136,899,486","+269,270",+5
@justinbieber,2020-05-23,"136,630,216","+614,123",+14
@justinbieber,2020-05-18,"136,016,093","+960,255",+22
@justinbieber,2020-05-11,"135,055,838","+340,933",+5
@justinbieber,2020-05-08,"134,714,905","+539,101",+24
@justinbieber,2020-05-03,"134,175,804","+129,846",+2
@justinbieber,2020-05-02,"134,045,958","+471,321",+16
@justinbieber,2020-04-27,"133,574,637","+226,591",+4
@justinbieber,2020-04-23,"133,348,046","+296,177",+12
@justinbieber,2020-04-20,"133,051,869","+1,813,765",+39
@justinbieber,2020-04-02,"131,238,104","+378,062",+7
@justinbieber,2020-03-29,"130,860,042","+75,092",+1
@justinbieber,2020-03-28,"130,784,950",,
@justinbieber,Total Summary,"+1,501",,
@piperrockelle,2021-09-23,"4,888,600","+7,394",+1
@piperrockelle,2021-09-19,"4,881,206","+16,400",+5
@piperrockelle,2021-09-11,"4,864,806","+21,758",+7
@piperrockelle,2021-09-03,"4,843,048","+29,153",-20
@piperrockelle,2021-08-26,"4,813,895","+14,109",+4
@piperrockelle,2021-08-22,"4,799,786","+12,733",+4
@piperrockelle,2021-08-18,"4,787,053","+9,452",+4
@piperrockelle,2021-08-14,"4,777,601","+67,341",+21
@piperrockelle,2021-08-01,"4,710,260",,
@piperrockelle,2021-07-24,"4,710,260","+345,745",+83
@piperrockelle,2021-05-02,"4,364,515","+80,876",+18
@piperrockelle,2021-04-14,"4,283,639","+491,586",+107
@piperrockelle,2020-11-15,"3,792,053","+6,829",+4
@piperrockelle,2020-11-11,"3,785,224","+10,981",+1
@piperrockelle,2020-11-07,"3,774,243","+12,050",+2
@piperrockelle,2020-11-03,"3,762,193","+16,143",+4
@piperrockelle,2020-10-30,"3,746,050","+3,733",+4
@piperrockelle,2020-10-26,"3,742,317","+3,965",+2
@piperrockelle,2020-10-22,"3,738,352","+11,417",+4
@piperrockelle,2020-10-14,"3,726,935","+8,789",+1
@piperrockelle,2020-10-10,"3,718,146","+48,298",+9
@piperrockelle,2020-09-20,"3,669,848","+11,638",+2
@piperrockelle,2020-09-16,"3,658,210","+59,227",+13
@piperrockelle,2020-08-26,"3,598,983","+137,288",+22
@piperrockelle,2020-07-14,"3,461,695","+46,346",-18
@piperrockelle,2020-07-05,"3,415,349","+15,347",+5
@piperrockelle,2020-06-30,"3,400,002","+20,989",+4
@piperrockelle,2020-06-25,"3,379,013","+140,342",+17
@piperrockelle,2020-06-01,"3,238,671","+17,298",+2
@piperrockelle,2020-05-30,"3,221,373","+31,901",+3
@piperrockelle,2020-05-25,"3,189,472","+28,969",-1
@piperrockelle,2020-05-18,"3,160,503","+27,693",+5
@piperrockelle,2020-05-11,"3,132,810","+9,271",+3
@piperrockelle,2020-05-08,"3,123,539",,
@piperrockelle,Total Summary,+322,,
@jacobsartorius,2021-10-23,"9,725,616","+54,176",+19
@jacobsartorius,2021-09-25,"9,671,440","+218,747",+32
@jacobsartorius,2021-08-02,"9,452,693",,
@jacobsartorius,2021-06-27,"9,452,693","+81,116",+5
@jacobsartorius,2021-05-21,"9,371,577","+59,022",+4
@jacobsartorius,2021-04-14,"9,312,555",-37692,-17
@jacobsartorius,2020-11-13,"9,350,247","+3,891",
@jacobsartorius,2020-11-09,"9,346,356",-2586,+2
@jacobsartorius,2020-11-05,"9,348,942","+1,369",+1
@jacobsartorius,2020-11-01,"9,347,573","+1,612",+3
@jacobsartorius,2020-10-28,"9,345,961","+3,673",+1
@jacobsartorius,2020-10-24,"9,342,288",-2610,+4
@jacobsartorius,2020-10-20,"9,344,898",-3358,+2
@jacobsartorius,2020-10-16,"9,348,256",-2086,+4
@jacobsartorius,2020-10-12,"9,350,342","+1,642",+2
@jacobsartorius,2020-10-08,"9,348,700",+392,+3
@jacobsartorius,2020-10-04,"9,348,308","+5,136",+1
@jacobsartorius,2020-09-26,"9,343,172","+4,092",
@jacobsartorius,2020-09-22,"9,339,080","+2,352",+1
@jacobsartorius,2020-08-28,"9,336,728",-11503,+4
@jacobsartorius,2020-08-20,"9,348,231",-6873,+2
@jacobsartorius,2020-08-06,"9,355,104",-3222,+4
@jacobsartorius,2020-07-25,"9,358,326","+1,296",-24
@jacobsartorius,2020-07-16,"9,357,030","+1,704",-12
@jacobsartorius,2020-07-07,"9,355,326",-9470,+2
@jacobsartorius,2020-06-28,"9,364,796",-3460,+1
@jacobsartorius,2020-06-24,"9,368,256",-6694,+6
@jacobsartorius,2020-06-01,"9,374,950",+823,
@jacobsartorius,2020-05-30,"9,374,127",-771,
@jacobsartorius,2020-05-28,"9,374,898",-4129,+2
@jacobsartorius,2020-05-17,"9,379,027",-1320,+2
@jacobsartorius,2020-05-14,"9,380,347","+2,246",
@jacobsartorius,2020-05-12,"9,378,101",-82,
@jacobsartorius,2020-05-10,"9,378,183",-1091,+1
@jacobsartorius,2020-05-08,"9,379,274","+1,291",
@jacobsartorius,2020-05-06,"9,377,983",-44,+1
@jacobsartorius,2020-05-05,"9,378,027",-2212,
@jacobsartorius,2020-05-04,"9,380,239",-2359,+2
@jacobsartorius,2020-05-02,"9,382,598",-746,+1
@jacobsartorius,2020-05-01,"9,383,344","+3,235",+3
@jacobsartorius,2020-04-25,"9,380,109",-2006,+3
@jacobsartorius,2020-04-15,"9,382,115","+2,968",
@jacobsartorius,2020-04-12,"9,379,147","+5,316",+3
@jacobsartorius,2020-04-05,"9,373,831",,
@jacobsartorius,Total Summary,+68,,
@dixiedamelio,2021-12-31,"25,190,279","+236,055",+38
@dixiedamelio,2021-10-12,"24,954,224","+104,583",+16
@dixiedamelio,2021-09-21,"24,849,641","+149,113",+6
@dixiedamelio,2021-09-07,"24,700,528","+47,425",+13
@dixiedamelio,2021-08-17,"24,653,103","+66,573",+22
@dixiedamelio,2021-08-03,"24,586,530",,
@dixiedamelio,2021-08-02,"24,586,530",,
@dixiedamelio,2021-07-19,"24,586,530",-31747,+3
@dixiedamelio,2021-06-23,"24,618,277","+69,586",+5
@dixiedamelio,2021-06-15,"24,548,691","+190,520",+9
@dixiedamelio,2021-05-20,"24,358,171","+43,268",+23
@dixiedamelio,2021-05-03,"24,314,903","+211,565",+6
@dixiedamelio,2021-04-15,"24,103,338","+3,216,922",-391
@dixiedamelio,2020-11-13,"20,886,416","+175,839",
@dixiedamelio,2020-11-09,"20,710,577","+237,852",
@dixiedamelio,2020-11-05,"20,472,725","+256,902",+4
@dixiedamelio,2020-11-01,"20,215,823","+237,737",+4
@dixiedamelio,2020-10-28,"19,978,086","+197,562",-3
@dixiedamelio,2020-10-24,"19,780,524","+143,870",+4
@dixiedamelio,2020-10-20,"19,636,654","+161,704",+1
@dixiedamelio,2020-10-16,"19,474,950","+141,759",+2
@dixiedamelio,2020-10-12,"19,333,191","+161,791",+2
@dixiedamelio,2020-10-08,"19,171,400","+179,184",+4
@dixiedamelio,2020-10-04,"18,992,216","+657,605",+9
@dixiedamelio,2020-09-18,"18,334,611","+446,774",+4
@dixiedamelio,2020-09-10,"17,887,837","+639,719",+13
@dixiedamelio,2020-08-29,"17,248,118","+491,299",+2
@dixiedamelio,2020-08-21,"16,756,819","+1,438,001",+21
@dixiedamelio,2020-08-04,"15,318,818","+2,031,129",+42
@dixiedamelio,2020-07-14,"13,287,689","+1,081,546",+11
@dixiedamelio,2020-07-01,"12,206,143","+216,785",+4
@dixiedamelio,2020-06-27,"11,989,358","+1,022,484",+19
@dixiedamelio,2020-05-29,"10,966,874","+153,509",+3
@dixiedamelio,2020-05-27,"10,813,365",,
@dixiedamelio,Total Summary,-104,,
@dixiedamelio,,,,
@itsjojosiwa,2021-11-13,"11,141,905","+11,607",+5
@itsjojosiwa,2021-11-09,"11,130,298","+22,697",+11
@itsjojosiwa,2021-11-01,"11,107,601","+40,924",+18
@itsjojosiwa,2021-10-18,"11,066,677","+46,106",+10
@itsjojosiwa,2021-10-05,"11,020,571","+16,923",+9
@itsjojosiwa,2021-09-23,"11,003,648","+17,672",+5
@itsjojosiwa,2021-09-18,"10,985,976","+26,268",+10
@itsjojosiwa,2021-09-05,"10,959,708","+12,762",+7
@itsjojosiwa,2021-08-27,"10,946,946","+83,017",+36
@itsjojosiwa,2021-05-31,"10,863,929",-1515,+4
@itsjojosiwa,2021-05-27,"10,865,444",-1478,+2
@itsjojosiwa,2021-05-22,"10,866,922","+1,180",+13
@itsjojosiwa,2021-05-03,"10,865,742","+2,429",+3
@itsjojosiwa,2021-04-24,"10,863,313",-3928,+1
@itsjojosiwa,2021-04-16,"10,867,241","+1,447",+1
@itsjojosiwa,2021-04-11,"10,865,794","+837,211",+74
@itsjojosiwa,2020-11-13,"10,028,583",-429,+4
@itsjojosiwa,2020-11-09,"10,029,012","+4,253",+1
@itsjojosiwa,2020-11-05,"10,024,759","+3,837",+2
@itsjojosiwa,2020-11-01,"10,020,922",+13,+7
@itsjojosiwa,2020-10-28,"10,020,909","+4,945",+1
@itsjojosiwa,2020-10-24,"10,015,964","+9,757",+1
@itsjojosiwa,2020-10-20,"10,006,207","+7,973",+3
@itsjojosiwa,2020-10-16,"9,998,234","+9,842",+4
@itsjojosiwa,2020-10-12,"9,988,392","+13,645",+3
@itsjojosiwa,2020-10-08,"9,974,747","+53,042",+10
@itsjojosiwa,2020-09-26,"9,921,705","+26,367",+9
@itsjojosiwa,2020-09-22,"9,895,338","+9,281",+9
@itsjojosiwa,2020-09-18,"9,886,057","+5,261",+9
@itsjojosiwa,2020-09-10,"9,880,796","+149,068",+10
@itsjojosiwa,2020-08-20,"9,731,728","+5,127",+2
@itsjojosiwa,2020-08-09,"9,726,601","+40,036",+7
@itsjojosiwa,2020-07-25,"9,686,565","+116,029",+28
@itsjojosiwa,2020-06-25,"9,570,536","+163,048",+30
@itsjojosiwa,2020-05-28,"9,407,488",,
@itsjojosiwa,Total Summary,+349,,
@itsjojosiwa,,,,
@jamescharles,2021-10-26,"24,392,761",-56529,+1
@jamescharles,2021-10-18,"24,449,290",-76401,+3
@jamescharles,2021-10-07,"24,525,691",-223790,+7
@jamescharles,2021-09-16,"24,749,481",-62216,+1
@jamescharles,2021-09-08,"24,811,697",-273940,+4
@jamescharles,2021-08-22,"25,085,637",-48694,
@jamescharles,2021-08-18,"25,134,331",-55445,+1
@jamescharles,2021-08-14,"25,189,776",-334834,+4
@jamescharles,2021-07-25,"25,524,610",-800232,+7
@jamescharles,2021-06-22,"26,324,842",-346854,
@jamescharles,2021-05-25,"26,671,696",-260369,+1
@jamescharles,2021-05-17,"26,932,065",-155816,
@jamescharles,2021-05-05,"27,087,881",-198428,
@jamescharles,2021-04-18,"27,286,309",-17478,
@jamescharles,2021-04-14,"27,303,787","+3,341,398",+45
@jamescharles,2020-11-13,"23,962,389","+124,693",
@jamescharles,2020-11-09,"23,837,696","+120,730",+2
@jamescharles,2020-11-05,"23,716,966","+164,437",+1
@jamescharles,2020-11-01,"23,552,529","+199,289",+2
@jamescharles,2020-10-28,"23,353,240","+171,309",+2
@jamescharles,2020-10-24,"23,181,931","+105,420",+3
@jamescharles,2020-10-20,"23,076,511","+243,380",+4
@jamescharles,2020-10-12,"22,833,131","+147,108",+3
@jamescharles,2020-10-08,"22,686,023","+509,862",+5
@jamescharles,2020-09-26,"22,176,161","+1,309,161",+11
@jamescharles,2020-09-02,"20,867,000","+342,200",+5
@jamescharles,2020-08-25,"20,524,800","+147,474",+1
@jamescharles,2020-08-21,"20,377,326","+1,320,741",+23
@jamescharles,2020-07-04,"19,056,585","+86,137",+1
@jamescharles,2020-06-30,"18,970,448","+80,354",+2
@jamescharles,2020-06-24,"18,890,094","+432,225",+7
@jamescharles,2020-06-01,"18,457,869","+67,021",
@jamescharles,2020-05-30,"18,390,848","+75,680",
@jamescharles,2020-05-28,"18,315,168","+287,389",+5
@jamescharles,2020-05-19,"18,027,779","+166,092",+2
@jamescharles,2020-05-11,"17,861,687","+37,852",+1
@jamescharles,2020-05-09,"17,823,835","+51,547",+1
@jamescharles,2020-05-06,"17,772,288","+37,041",+1
@jamescharles,2020-05-03,"17,735,247","+23,514",
@jamescharles,2020-05-02,"17,711,733","+15,532",+1
@jamescharles,2020-05-01,"17,696,201","+55,759",
@jamescharles,2020-04-28,"17,640,442","+97,520",+2
@jamescharles,2020-04-23,"17,542,922","+54,413",
